Order_ID,Order_Date,Ship_Date,Ship_Mode,Segment,Customer_ID,Region,Category,Sub_Category,Quantity,Discount,Sales,Profit,Year,Month,Quarter,Days_to_Ship,Profit_Margin
ORD-1349,2021-06-19,2021-06-23,Second Class,Home Office,CUST-0155,South,Furniture,Tables,6.0,0.0,124.46,23.02,2021,6,2,4,18.5
ORD-1350,2021-10-04,2021-10-08,Second Class,Home Office,CUST-0150,South,Office Supplies,Binders,5.0,0.5,25.94,-4.25,2021,10,4,4,-16.38
ORD-1351,2022-09-08,2022-09-12,Second Class,Corporate,CUST-0178,Central,Technology,Copiers,6.0,0.2,333.07,23.99,2022,9,3,4,7.2
ORD-1352,2023-12-03,2023-12-10,Same Day,Corporate,CUST-0184,West,Technology,Copiers,,0.3,644.46,17.02,2023,12,4,7,2.64
ORD-1353,2023-08-03,2023-08-09,Same Day,Corporate,CUST-0043,West,Office Supplies,Labels,2.0,0.0,16.36,6.77,2023,8,3,6,41.38
ORD-1354,2023-07-15,2023-07-16,First Class,Consumer,CUST-0184,West,Technology,Copiers,4.0,0.3,75.73,5.39,2023,7,3,1,7.12
ORD-1355,2023-07-20,2023-07-23,Standard Class,Consumer,CUST-0008,Central,Technology,Phones,4.0,0.0,163.04,24.24,2023,7,3,3,14.87
ORD-1356,2022-01-15,2022-01-22,Same Day,Consumer,CUST-0058,East,Office Supplies,Labels,5.0,0.0,23.76,0.54,2022,1,1,7,2.27
ORD-1357,2023-06-25,2023-06-29,Same Day,Consumer,CUST-0040,East,Technology,Copiers,5.0,0.0,180.02,32.51,2023,6,2,4,18.06
ORD-1358,2021-07-11,2021-07-16,Same Day,Consumer,CUST-0101,South,Technology,Accessories,14.0,0.0,192.28,28.11,2021,7,3,5,14.62
ORD-1359,2021-06-15,2021-06-22,Same Day,Corporate,CUST-0190,Central,Technology,Copiers,8.0,0.0,65.86,11.1,2021,6,2,7,16.85
ORD-1360,2021-08-26,2021-08-29,First Class,Consumer,CUST-0057,East,Technology,Computers,12.0,0.0,356.25,55.24,2021,8,3,3,15.51
ORD-1361,2023-03-01,2023-03-06,First Class,Consumer,CUST-0106,South,Office Supplies,Labels,9.0,0.2,56.79,,2023,3,1,5,
ORD-1362,2023-04-29,2023-04-30,Same Day,Home Office,CUST-0191,Central,Technology,Accessories,8.0,0.0,136.3,22.04,2023,4,2,1,16.17
ORD-1363,2023-01-31,2023-02-03,Same Day,Corporate,CUST-0062,Central,Furniture,Tables,2.0,0.0,67.47,8.6,2023,1,1,3,12.75
ORD-1364,2023-09-06,2023-09-11,Same Day,Corporate,CUST-0039,West,Office Supplies,Labels,9.0,0.0,48.85,8.98,2023,9,3,5,18.38
ORD-1365,2021-04-30,2021-05-04,Second Class,Consumer,CUST-0150,South,Office Supplies,Labels,5.0,0.0,19.55,-0.06,2021,4,2,4,-0.31
ORD-1366,2021-07-04,2021-07-10,Standard Class,Corporate,CUST-0069,South,Furniture,Tables,14.0,0.1,317.33,44.95,2021,7,3,6,14.17
ORD-1367,2023-02-05,2023-02-10,Standard Class,Consumer,CUST-0127,Central,Technology,Phones,10.0,0.2,613.55,52.21,2023,2,1,5,8.51
ORD-1368,2021-12-03,2021-12-09,Second Class,Consumer,CUST-0072,South,Furniture,Chairs,4.0,0.0,26.52,1.85,2021,12,4,6,6.98
ORD-1369,2021-11-11,2021-11-13,Second Class,Consumer,CUST-0145,Central,Office Supplies,Labels,11.0,0.0,52.8,14.5,2021,11,4,2,27.46
ORD-1370,2021-08-26,2021-09-01,Same Day,Consumer,CUST-0143,South,Office Supplies,Labels,2.0,0.0,14.56,-2.93,2021,8,3,6,-20.12
ORD-1371,2022-04-16,2022-04-20,Standard Class,Consumer,CUST-0044,South,Office Supplies,Binders,14.0,0.2,16.99,9.98,2022,4,2,4,58.74
ORD-1372,2021-05-20,2021-05-21,Second Class,Consumer,CUST-0012,South,Technology,Computers,13.0,0.0,438.87,74.53,2021,5,2,1,16.98
ORD-1373,2021-05-19,2021-05-26,Standard Class,Consumer,CUST-0085,East,Furniture,Furnishings,11.0,0.0,157.78,31.43,2021,5,2,7,19.92
ORD-1374,2022-05-08,2022-05-11,Same Day,Consumer,CUST-0049,East,Office Supplies,Fasteners,6.0,0.0,26.22,2.38,2022,5,2,3,9.08
ORD-1375,2023-05-21,2023-05-25,Second Class,Consumer,CUST-0038,Central,Technology,Computers,11.0,0.0,548.31,103.62,2023,5,2,4,18.9
ORD-1376,2021-06-26,2021-06-29,Second Class,Corporate,CUST-0083,South,Office Supplies,Storage,4.0,0.0,26.76,10.01,2021,6,2,3,37.41
ORD-1377,2023-03-07,2023-03-08,Same Day,Consumer,CUST-0114,East,Technology,Accessories,10.0,0.4,429.59,-10.92,2023,3,1,1,-2.54
ORD-1378,2023-07-01,2023-07-05,First Class,Consumer,CUST-0152,Central,Office Supplies,Art,8.0,0.3,27.81,-9.14,2023,7,3,4,-32.87
ORD-1379,2023-10-31,2023-11-03,Standard Class,Corporate,CUST-0015,West,Furniture,Tables,3.0,0.4,65.53,-3.04,2023,10,4,3,-4.64
ORD-1380,2021-06-11,2021-06-18,Standard Class,Consumer,CUST-0066,West,Furniture,Chairs,2.0,0.0,82.71,9.36,2021,6,2,7,11.32
ORD-1381,2022-09-20,2022-09-26,First Class,Consumer,CUST-0110,West,Technology,Computers,5.0,0.0,173.76,39.84,2022,9,3,6,22.93
ORD-1382,2023-06-08,2023-06-10,First Class,Consumer,CUST-0196,West,Furniture,Tables,5.0,0.0,114.45,19.95,2023,6,2,2,17.43
ORD-1383,2023-05-22,2023-05-29,Same Day,Home Office,CUST-0061,South,Furniture,Chairs,3.0,0.4,126.78,-12.78,2023,5,2,7,-10.08
ORD-1384,2022-07-03,2022-07-06,Second Class,Consumer,CUST-0193,West,Office Supplies,Binders,13.0,0.3,26.78,3.02,2022,7,3,3,11.28
ORD-1385,2021-04-18,2021-04-22,Standard Class,Home Office,CUST-0125,East,Office Supplies,Storage,7.0,0.0,33.17,-0.24,2021,4,2,4,-0.72
ORD-1386,2022-11-29,2022-12-04,Same Day,Consumer,CUST-0129,East,Office Supplies,Binders,8.0,0.0,29.87,4.65,2022,11,4,5,15.57
ORD-1387,2023-01-31,2023-02-07,Second Class,Corporate,CUST-0099,West,Furniture,Furnishings,10.0,0.2,368.27,27.11,2023,1,1,7,7.36
ORD-1388,2022-06-13,2022-06-19,Standard Class,Corporate,CUST-0006,East,Furniture,Furnishings,10.0,0.0,288.28,50.44,2022,6,2,6,17.5
ORD-1389,2022-10-17,2022-10-23,First Class,Consumer,CUST-0060,Central,Furniture,Tables,13.0,0.0,232.01,30.58,2022,10,4,6,13.18
ORD-1390,2021-01-26,2021-02-02,Second Class,Corporate,CUST-0146,East,Technology,Computers,5.0,0.1,94.39,8.16,2021,1,1,7,8.64
ORD-1391,2023-06-22,2023-06-26,First Class,Home Office,CUST-0081,East,Technology,Phones,7.0,0.0,350.22,63.39,2023,6,2,4,18.1
ORD-1392,2021-05-02,2021-05-06,Second Class,Corporate,CUST-0065,South,Furniture,Furnishings,8.0,0.3,,-4.52,2021,5,2,4,
ORD-1393,2022-02-02,2022-02-07,Second Class,Corporate,CUST-0132,West,Furniture,Furnishings,14.0,0.2,307.21,22.83,2022,2,1,5,7.43
ORD-1394,2023-02-10,2023-02-16,Standard Class,Home Office,CUST-0194,South,Furniture,Furnishings,8.0,0.4,350.39,-6.92,2023,2,1,6,-1.97
ORD-1395,2023-09-03,2023-09-06,Standard Class,Consumer,CUST-0167,Central,Office Supplies,Art,14.0,0.1,55.4,15.36,2023,9,3,3,27.73
ORD-1396,2022-03-29,2022-04-04,Second Class,Consumer,CUST-0146,East,Office Supplies,Storage,6.0,0.0,29.83,3.51,2022,3,1,6,11.77
ORD-1397,2023-10-27,2023-10-30,First Class,Consumer,CUST-0196,South,Technology,Computers,,0.1,119.37,19.67,2023,10,4,3,16.48
ORD-1398,2022-03-30,2022-04-02,Standard Class,Home Office,CUST-0003,West,Technology,Accessories,6.0,0.0,167.65,25.33,2022,3,1,3,15.11
ORD-1399,2021-04-23,2021-04-26,First Class,Consumer,CUST-0030,Central,Office Supplies,Art,9.0,0.0,34.88,11.02,2021,4,2,3,31.59
ORD-1400,2022-05-10,2022-05-11,Second Class,Corporate,CUST-0099,West,Office Supplies,Binders,10.0,0.0,29.91,4.26,2022,5,2,1,14.24
ORD-1401,2022-02-09,2022-02-15,Second Class,Consumer,CUST-0076,East,Furniture,Tables,13.0,0.0,194.79,30.59,2022,2,1,6,15.7
ORD-1402,2023-02-23,2023-02-24,Second Class,Consumer,CUST-0185,East,Technology,Computers,3.0,0.0,87.08,15.27,2023,2,1,1,17.54
ORD-1403,2023-09-26,2023-10-02,Same Day,Consumer,CUST-0007,South,Office Supplies,Binders,2.0,0.0,16.14,-0.67,2023,9,3,6,-4.15
ORD-1404,2023-06-11,2023-06-15,Same Day,Consumer,CUST-0036,East,Technology,Accessories,13.0,0.0,467.43,86.49,2023,6,2,4,18.5
ORD-1405,2023-03-07,2023-03-13,Second Class,Consumer,CUST-0071,East,Office Supplies,Labels,13.0,0.0,26.51,9.06,2023,3,1,6,34.18
ORD-1406,2021-07-14,2021-07-21,Standard Class,Consumer,CUST-0064,West,Technology,Copiers,4.0,0.0,154.08,36.95,2021,7,3,7,23.98
ORD-1407,2021-10-08,2021-10-14,Second Class,Corporate,CUST-0100,South,Technology,Accessories,4.0,0.0,82.5,13.63,2021,10,4,6,16.52
ORD-1408,2023-04-10,2023-04-16,Standard Class,Corporate,CUST-0147,Central,Furniture,Bookcases,13.0,0.0,166.8,23.85,2023,4,2,6,14.3
ORD-1409,2021-05-28,2021-05-29,Same Day,Corporate,CUST-0044,Central,Furniture,Furnishings,4.0,0.0,128.71,33.57,2021,5,2,1,26.08
ORD-1410,2021-05-15,2021-05-19,Standard Class,Consumer,CUST-0189,West,Technology,Computers,3.0,0.2,83.32,1.49,2021,5,2,4,1.79
ORD-1411,2021-07-06,2021-07-10,Same Day,Corporate,CUST-0016,West,Furniture,Bookcases,10.0,0.0,76.39,9.83,2021,7,3,4,12.87
ORD-1412,2021-05-09,2021-05-12,Same Day,Corporate,CUST-0095,Central,Technology,Phones,7.0,0.0,238.27,38.67,2021,5,2,3,16.23
ORD-1413,2022-07-13,2022-07-17,Same Day,Consumer,CUST-0019,South,Furniture,Bookcases,5.0,0.3,96.37,7.04,2022,7,3,4,7.31
ORD-1414,2022-05-08,2022-05-11,Second Class,Corporate,CUST-0188,East,Technology,Copiers,12.0,0.0,225.1,38.8,2022,5,2,3,17.24
ORD-1415,2022-07-08,2022-07-15,Second Class,Corporate,CUST-0107,West,Office Supplies,Paper,5.0,0.0,18.01,6.29,2022,7,3,7,34.93
ORD-1416,2021-01-12,2021-01-13,Same Day,Consumer,CUST-0020,East,Technology,Copiers,12.0,0.2,381.37,28.99,2021,1,1,1,7.6
ORD-1417,2023-07-12,2023-07-14,Same Day,Corporate,CUST-0149,West,Furniture,Tables,9.0,0.0,251.62,49.98,2023,7,3,2,19.86
ORD-1418,2022-11-05,2022-11-07,Second Class,Corporate,CUST-0127,West,Technology,Computers,12.0,0.5,389.17,-27.9,2022,11,4,2,-7.17
ORD-1419,2023-07-30,2023-08-03,First Class,Corporate,CUST-0144,South,Office Supplies,Art,4.0,0.0,21.44,5.12,2023,7,3,4,23.88
ORD-1420,2022-12-11,2022-12-15,Same Day,Corporate,CUST-0015,West,Technology,Copiers,1.0,0.0,47.99,18.34,2022,12,4,4,38.22
ORD-1421,2022-09-02,2022-09-07,Second Class,Home Office,CUST-0079,East,Technology,Phones,13.0,0.0,444.93,84.01,2022,9,3,5,18.88
ORD-1422,2022-04-21,2022-04-24,First Class,Consumer,CUST-0035,Central,Office Supplies,Labels,14.0,0.3,52.42,0.07,2022,4,2,3,0.13
ORD-1423,2023-04-17,2023-04-21,First Class,Corporate,CUST-0096,East,Office Supplies,Labels,11.0,0.0,38.64,5.9,2023,4,2,4,15.27
ORD-1424,2021-02-23,2021-02-25,Standard Class,Consumer,CUST-0111,East,Technology,Accessories,3.0,0.0,96.75,22.3,2021,2,1,2,23.05
ORD-1425,2021-01-08,2021-01-13,Same Day,Home Office,CUST-0109,West,Technology,Computers,3.0,0.1,148.53,15.48,2021,1,1,5,10.42
ORD-1426,2023-09-14,2023-09-19,Second Class,Consumer,CUST-0043,South,Technology,Accessories,11.0,0.0,279.34,41.59,2023,9,3,5,14.89
ORD-1427,2022-09-19,2022-09-21,First Class,Home Office,CUST-0039,South,Technology,Copiers,7.0,0.0,314.24,68.16,2022,9,3,2,21.69
ORD-1428,2022-02-15,2022-02-18,Same Day,Corporate,CUST-0113,Central,Office Supplies,Fasteners,6.0,0.0,15.35,3.66,2022,2,1,3,23.84
ORD-1429,2021-02-21,2021-02-27,Standard Class,Corporate,CUST-0046,Central,Furniture,Chairs,8.0,0.4,154.05,2.73,2021,2,1,6,1.77
ORD-1430,2021-04-28,2021-05-04,First Class,Corporate,CUST-0110,West,Office Supplies,Paper,9.0,0.4,38.04,0.99,2021,4,2,6,2.6
ORD-1431,2022-03-05,2022-03-12,Second Class,Corporate,CUST-0029,East,Technology,Copiers,2.0,0.0,80.28,14.84,2022,3,1,7,18.49
ORD-1432,2023-03-09,2023-03-13,First Class,Consumer,CUST-0047,East,Technology,Copiers,1.0,0.0,43.7,7.71,2023,3,1,4,17.64
ORD-1433,2021-08-05,2021-08-07,Second Class,Consumer,CUST-0185,South,Furniture,Tables,7.0,0.0,213.03,39.0,2021,8,3,2,18.31
ORD-1434,2023-03-31,2023-04-01,Same Day,Consumer,CUST-0171,East,Furniture,Chairs,1.0,0.0,39.83,2.53,2023,3,1,1,6.35
ORD-1435,2022-04-02,2022-04-07,Same Day,Consumer,CUST-0123,West,Office Supplies,Art,3.0,0.0,17.81,0.64,2022,4,2,5,3.59
ORD-1436,2022-05-23,2022-05-28,Standard Class,Consumer,CUST-0039,West,Office Supplies,Fasteners,3.0,0.0,18.2,-2.47,2022,5,2,5,-13.57
ORD-1437,2022-06-26,2022-07-02,Second Class,Corporate,CUST-0090,South,Office Supplies,Binders,6.0,0.2,44.35,1.53,2022,6,2,6,3.45
ORD-1438,2022-03-18,2022-03-20,Same Day,Consumer,CUST-0086,West,Technology,Accessories,7.0,0.0,137.42,16.64,2022,3,1,2,12.11
ORD-1439,2021-02-02,2021-02-04,Second Class,Home Office,CUST-0149,Central,Furniture,Tables,5.0,0.0,161.43,35.46,2021,2,1,2,21.97
ORD-1440,2021-09-28,2021-09-30,Second Class,Corporate,CUST-0165,West,Technology,Phones,4.0,0.0,119.42,20.17,2021,9,3,2,16.89
ORD-1441,2022-08-03,2022-08-06,Second Class,Consumer,CUST-0172,Central,Office Supplies,Art,2.0,0.0,16.06,-5.78,2022,8,3,3,-35.99
ORD-1442,2021-05-24,2021-05-31,Standard Class,Consumer,CUST-0009,West,Office Supplies,Binders,14.0,0.0,47.0,2.58,2021,5,2,7,5.49
ORD-1443,2021-07-16,2021-07-18,First Class,Home Office,CUST-0199,South,Technology,Computers,5.0,0.1,67.34,9.42,2021,7,3,2,13.99
ORD-1444,2021-12-14,2021-12-19,First Class,Consumer,CUST-0067,Central,Furniture,Bookcases,3.0,0.0,81.17,11.81,2021,12,4,5,14.55
ORD-1445,2022-08-20,2022-08-23,Standard Class,Consumer,CUST-0060,East,Furniture,Bookcases,13.0,0.5,472.22,-19.3,2022,8,3,3,-4.09
ORD-1446,2023-04-19,2023-04-25,Standard Class,Home Office,CUST-0010,West,Technology,Phones,2.0,0.0,74.21,6.67,2023,4,2,6,8.99
ORD-1447,2021-11-02,2021-11-06,First Class,Consumer,CUST-0134,South,Office Supplies,Fasteners,9.0,0.0,19.31,4.07,2021,11,4,4,21.08
ORD-1448,2022-10-20,2022-10-23,Same Day,Consumer,CUST-0068,West,Office Supplies,Storage,12.0,0.0,62.52,7.61,2022,10,4,3,12.17
ORD-1449,2023-06-23,2023-06-29,Standard Class,Home Office,CUST-0148,South,Technology,Computers,8.0,0.0,161.24,21.04,2023,6,2,6,13.05
ORD-1450,2023-03-24,2023-03-26,First Class,Corporate,CUST-0147,East,Technology,Accessories,12.0,0.0,343.63,60.07,2023,3,1,2,17.48
ORD-1451,2022-01-09,2022-01-14,Second Class,Home Office,CUST-0151,East,Office Supplies,Labels,12.0,0.1,79.22,9.4,2022,1,1,5,11.87
ORD-1452,2022-11-30,2022-12-01,Standard Class,Corporate,CUST-0154,East,Technology,Accessories,3.0,0.0,72.63,13.27,2022,11,4,1,18.27
ORD-1453,2023-10-17,2023-10-23,Second Class,Corporate,CUST-0072,South,Office Supplies,Storage,6.0,0.0,30.87,1.41,2023,10,4,6,4.57
ORD-1454,2021-03-26,2021-03-27,First Class,Home Office,CUST-0107,East,Technology,Accessories,9.0,0.1,217.17,22.36,2021,3,1,1,10.3
ORD-1455,2021-11-09,2021-11-16,First Class,Corporate,CUST-0168,West,Furniture,Tables,7.0,0.0,110.57,,2021,11,4,7,
ORD-1456,2021-12-13,2021-12-19,Second Class,Consumer,CUST-0040,East,Technology,Accessories,11.0,0.2,421.16,42.59,2021,12,4,6,10.11
ORD-1457,2021-04-11,2021-04-17,Second Class,Consumer,CUST-0041,West,Furniture,Chairs,5.0,0.0,143.16,23.92,2021,4,2,6,16.71
ORD-1458,2023-04-14,2023-04-17,Same Day,Corporate,CUST-0116,West,Furniture,Chairs,7.0,0.0,137.99,25.4,2023,4,2,3,18.41
ORD-1459,2021-06-02,2021-06-07,Second Class,Home Office,CUST-0147,Central,Furniture,Chairs,1.0,0.3,37.29,,2021,6,2,5,
ORD-1460,2023-04-21,2023-04-22,First Class,Consumer,CUST-0146,South,Office Supplies,Paper,10.0,0.0,33.13,2.01,2023,4,2,1,6.07
ORD-1461,2023-12-30,2023-12-31,Same Day,Corporate,CUST-0125,West,Technology,Phones,11.0,0.0,143.43,26.29,2023,12,4,1,18.33
ORD-1462,2022-09-13,2022-09-14,Second Class,Home Office,CUST-0093,Central,Office Supplies,Art,10.0,0.1,67.64,1.4,2022,9,3,1,2.07
ORD-1463,2022-09-09,2022-09-12,Standard Class,Corporate,CUST-0052,West,Office Supplies,Binders,14.0,0.3,21.54,-4.65,2022,9,3,3,-21.59
ORD-1464,2021-06-28,2021-07-03,First Class,Home Office,CUST-0130,South,Furniture,Tables,7.0,0.0,172.98,30.28,2021,6,2,5,17.5
ORD-1465,2022-11-29,2022-12-02,Second Class,Corporate,CUST-0059,Central,Office Supplies,Binders,2.0,0.0,14.45,-2.48,2022,11,4,3,-17.16
ORD-1466,2022-01-19,2022-01-20,Second Class,Home Office,CUST-0177,Central,Technology,Computers,4.0,0.2,99.86,13.24,2022,1,1,1,13.26
ORD-1467,2021-11-01,2021-11-02,Same Day,Consumer,CUST-0083,Central,Office Supplies,Art,6.0,0.0,25.9,2.39,2021,11,4,1,9.23
ORD-1468,2022-06-30,2022-07-04,Second Class,Home Office,CUST-0152,West,Office Supplies,Labels,9.0,0.0,32.36,10.24,2022,6,2,4,31.64
ORD-1469,2023-06-18,2023-06-21,Second Class,Consumer,CUST-0184,Central,Technology,Accessories,6.0,0.0,188.97,33.36,2023,6,2,3,17.65
ORD-1470,2023-12-19,2023-12-26,Second Class,Home Office,CUST-0196,South,Technology,Accessories,9.0,0.0,283.67,51.91,2023,12,4,7,18.3
ORD-1471,2021-10-10,2021-10-11,First Class,Consumer,CUST-0075,East,Furniture,Bookcases,11.0,0.0,278.23,49.87,2021,10,4,1,17.92
ORD-1472,2021-06-14,2021-06-15,Same Day,Consumer,CUST-0003,East,Office Supplies,Paper,11.0,0.2,31.65,14.01,2021,6,2,1,44.27
ORD-1473,2022-03-23,2022-03-28,First Class,Home Office,CUST-0082,Central,Office Supplies,Fasteners,13.0,0.1,62.61,6.56,2022,3,1,5,10.48
ORD-1474,2023-11-17,2023-11-24,First Class,Consumer,CUST-0105,East,Furniture,Tables,2.0,0.0,32.29,9.78,2023,11,4,7,30.29
ORD-1475,2023-01-23,2023-01-28,First Class,Corporate,CUST-0159,South,Technology,Copiers,1.0,0.0,24.56,4.96,2023,1,1,5,20.2
ORD-1476,2021-11-06,2021-11-08,Same Day,Consumer,CUST-0085,East,Technology,Phones,1.0,0.0,52.92,8.82,2021,11,4,2,16.67
ORD-1477,2021-11-02,2021-11-04,Same Day,Home Office,CUST-0085,Central,Furniture,Tables,1.0,0.0,30.8,2.13,2021,11,4,2,6.92
ORD-1478,2021-11-21,2021-11-26,Second Class,Consumer,CUST-0009,East,Office Supplies,Fasteners,4.0,0.3,18.17,13.79,2021,11,4,5,75.89
ORD-1479,2022-11-05,2022-11-12,Same Day,Consumer,CUST-0132,South,Furniture,Tables,13.0,0.0,376.82,68.67,2022,11,4,7,18.22
ORD-1480,2021-06-10,2021-06-14,Standard Class,Consumer,CUST-0113,Central,Furniture,Tables,10.0,0.2,249.35,17.68,2021,6,2,4,7.09
ORD-1481,2022-10-20,2022-10-27,Second Class,Consumer,CUST-0007,West,Furniture,Bookcases,6.0,0.0,176.64,31.68,2022,10,4,7,17.93
ORD-1482,2022-05-09,2022-05-10,Standard Class,Corporate,CUST-0175,East,Office Supplies,Fasteners,4.0,0.0,20.01,6.84,2022,5,2,1,34.18
ORD-1483,2022-06-16,2022-06-19,Second Class,Corporate,CUST-0063,South,Furniture,Bookcases,6.0,0.0,166.94,24.47,2022,6,2,3,14.66
ORD-1484,2023-09-16,2023-09-22,Second Class,Consumer,CUST-0193,Central,Technology,Copiers,11.0,0.0,337.9,65.4,2023,9,3,6,19.35
ORD-1485,2022-02-02,2022-02-09,Second Class,Home Office,CUST-0035,Central,Office Supplies,Binders,9.0,0.0,26.38,9.7,2022,2,1,7,36.77
ORD-1486,2022-12-11,2022-12-16,Same Day,Home Office,CUST-0026,South,Office Supplies,Paper,1.0,0.3,12.76,1.48,2022,12,4,5,11.6
ORD-1487,2021-06-20,2021-06-21,Standard Class,Home Office,CUST-0196,South,Furniture,Chairs,9.0,0.3,242.84,19.73,2021,6,2,1,8.12
ORD-1488,2021-05-05,2021-05-06,Standard Class,Consumer,CUST-0182,East,Office Supplies,Storage,5.0,0.0,27.87,10.11,2021,5,2,1,36.28
ORD-1489,2023-06-21,2023-06-26,Same Day,Corporate,CUST-0185,East,Technology,Computers,1.0,0.0,35.41,5.76,2023,6,2,5,16.27
ORD-1490,2023-04-28,2023-05-05,First Class,Home Office,CUST-0067,Central,Office Supplies,Binders,6.0,0.0,37.47,3.92,2023,4,2,7,10.46
ORD-1491,2022-08-06,2022-08-09,Standard Class,Home Office,CUST-0061,West,Technology,Computers,10.0,0.0,451.83,83.73,2022,8,3,3,18.53
ORD-1492,2022-08-06,2022-08-08,Standard Class,Consumer,CUST-0074,East,Technology,Copiers,2.0,0.0,82.33,24.15,2022,8,3,2,29.33
ORD-1493,2021-02-25,2021-02-26,Second Class,Corporate,CUST-0186,Central,Office Supplies,Binders,14.0,0.0,43.81,10.55,2021,2,1,1,24.08
ORD-1494,2022-03-20,2022-03-26,First Class,Home Office,CUST-0117,East,Technology,Copiers,10.0,0.0,266.14,47.15,2022,3,1,6,17.72
ORD-1495,2022-09-01,2022-09-02,Standard Class,Consumer,CUST-0017,South,Furniture,Chairs,8.0,0.0,125.1,22.29,2022,9,3,1,17.82
ORD-1496,2022-10-23,2022-10-25,Second Class,Consumer,CUST-0101,East,Technology,Copiers,7.0,0.3,184.33,4.43,2022,10,4,2,2.4
ORD-1497,2021-06-06,2021-06-13,First Class,Home Office,CUST-0155,West,Furniture,Chairs,4.0,0.0,148.0,27.86,2021,6,2,7,18.82
ORD-1498,2022-06-22,2022-06-23,Standard Class,Corporate,CUST-0131,Central,Furniture,Chairs,10.0,0.0,,51.64,2022,6,2,1,
ORD-1499,2022-08-11,2022-08-12,First Class,Corporate,CUST-0052,Central,Furniture,Tables,8.0,0.2,146.0,2.14,2022,8,3,1,1.47
ORD-1500,2023-05-18,2023-05-23,Same Day,Consumer,CUST-0144,Central,Office Supplies,Fasteners,6.0,0.0,24.0,3.67,2023,5,2,5,15.29
ORD-1501,2021-05-28,2021-06-04,Standard Class,Consumer,CUST-0026,Central,Furniture,Chairs,9.0,0.0,204.32,35.54,2021,5,2,7,17.39
ORD-1502,2021-03-09,2021-03-14,Same Day,Consumer,CUST-0044,Central,Technology,Copiers,10.0,0.0,299.51,56.65,2021,3,1,5,18.91
ORD-1503,2023-01-18,2023-01-20,Same Day,Corporate,CUST-0130,South,Furniture,Tables,5.0,0.2,172.63,7.87,2023,1,1,2,4.56
ORD-1504,2021-03-19,2021-03-22,Same Day,Corporate,CUST-0022,East,Technology,Accessories,2.0,0.0,70.63,16.38,2021,3,1,3,23.19
ORD-1505,2023-12-11,2023-12-18,Same Day,Corporate,CUST-0135,Central,Technology,Copiers,3.0,0.0,130.72,21.68,2023,12,4,7,16.59
ORD-1506,2022-01-13,2022-01-18,Second Class,Consumer,CUST-0017,Central,Office Supplies,Storage,7.0,0.0,28.17,6.35,2022,1,1,5,22.54
ORD-1507,2022-02-26,2022-02-28,Second Class,Home Office,CUST-0140,West,Furniture,Furnishings,8.0,0.0,139.7,30.56,2022,2,1,2,21.88
ORD-1508,2022-06-06,2022-06-08,Same Day,Corporate,CUST-0103,East,Technology,Accessories,1.0,0.0,35.6,2.88,2022,6,2,2,8.09
ORD-1509,2021-08-02,2021-08-03,Second Class,Consumer,CUST-0098,East,Furniture,Chairs,4.0,0.0,70.03,13.7,2021,8,3,1,19.56
ORD-1510,2023-06-14,2023-06-18,Same Day,Consumer,CUST-0010,Central,Technology,Phones,9.0,0.0,108.7,16.25,2023,6,2,4,14.95
ORD-1511,2021-09-10,2021-09-16,Second Class,Consumer,CUST-0167,West,Office Supplies,Art,6.0,0.0,33.42,9.1,2021,9,3,6,27.23
ORD-1512,2021-03-27,2021-03-31,Second Class,Corporate,CUST-0120,West,Office Supplies,Paper,10.0,0.0,59.72,12.55,2021,3,1,4,21.01
ORD-1513,2021-02-08,2021-02-09,Same Day,Consumer,CUST-0048,West,Office Supplies,Fasteners,11.0,0.0,52.26,13.37,2021,2,1,1,25.58
ORD-1514,2022-06-28,2022-06-30,Same Day,Home Office,CUST-0126,East,Technology,Computers,10.0,0.0,483.8,86.25,2022,6,2,2,17.83
ORD-1515,2021-10-16,2021-10-21,First Class,Corporate,CUST-0179,South,Furniture,Bookcases,2.0,0.0,49.58,1.02,2021,10,4,5,2.06
ORD-1516,2021-03-29,2021-04-03,First Class,Consumer,CUST-0194,East,Furniture,Tables,14.0,0.2,250.64,18.75,2021,3,1,5,7.48
ORD-1517,2023-12-02,2023-12-05,Second Class,Corporate,CUST-0065,West,Office Supplies,Art,2.0,0.2,13.24,-13.14,2023,12,4,3,-99.24
ORD-1518,2021-02-26,2021-03-03,Second Class,Consumer,CUST-0104,West,Technology,Computers,10.0,0.0,116.09,22.39,2021,2,1,5,19.29
ORD-1519,2023-08-29,2023-09-02,First Class,Consumer,CUST-0135,Central,Furniture,Tables,12.0,0.1,445.74,58.46,2023,8,3,4,13.12
ORD-1520,2021-09-11,2021-09-15,Second Class,Consumer,CUST-0052,South,Office Supplies,Art,9.0,0.0,47.39,7.35,2021,9,3,4,15.51
ORD-1521,2023-01-30,2023-02-06,Same Day,Consumer,CUST-0085,East,Furniture,Chairs,7.0,0.0,238.46,48.56,2023,1,1,7,20.36
ORD-1522,2023-08-15,2023-08-20,First Class,Corporate,CUST-0168,Central,Furniture,Furnishings,7.0,0.0,159.58,18.69,2023,8,3,5,11.71
ORD-1523,2021-09-12,2021-09-16,Same Day,Consumer,CUST-0090,South,Technology,Accessories,8.0,0.0,215.08,38.96,2021,9,3,4,18.11
